1(String),2(String),3(String),4(String),6(Int),7(Int),8(Int),9(Int),10(Int),11(Int)
d1uv6h_,1uv6,H:,b.96.1.1,48724,63711,63712,63713,63714,63715
d1uv6i_,1uv6,I:,b.96.1.1,48724,63711,63712,63713,63714,63715
d1uv6j_,1uv6,J:,b.96.1.1,48724,63711,63712,63713,63714,63715
d1uw6a_,1uw6,A:,b.96.1.1,48724,63711,63712,63713,63714,63715
d1uw6b_,1uw6,B:,b.96.1.1,48724,63711,63712,63713,63714,63715
d1uw6c_,1uw6,C:,b.96.1.1,48724,63711,63712,63713,63714,63715
d1uw6d_,1uw6,D:,b.96.1.1,48724,63711,63712,63713,63714,63715
d1uw6e_,1uw6,E:,b.96.1.1,48724,63711,63712,63713,63714,63715
d1uw6f_,1uw6,F:,b.96.1.1,48724,63711,63712,63713,63714,63715
d1uw6g_,1uw6,G:,b.96.1.1,48724,63711,63712,63713,63714,63715
d1uw6h_,1uw6,H:,b.96.1.1,48724,63711,63712,63713,63714,63715
d1uw6i_,1uw6,I:,b.96.1.1,48724,63711,63712,63713,63714,63715
d1uw6j_,1uw6,J:,b.96.1.1,48724,63711,63712,63713,63714,63715
d1uw6k_,1uw6,K:,b.96.1.1,48724,63711,63712,63713,63714,63715
d1uw6l_,1uw6,L:,b.96.1.1,48724,63711,63712,63713,63714,63715
d1uw6m_,1uw6,M:,b.96.1.1,48724,63711,63712,63713,63714,63715
d1uw6n_,1uw6,N:,b.96.1.1,48724,63711,63712,63713,63714,63715
d1uw6o_,1uw6,O:,b.96.1.1,48724,63711,63712,63713,63714,63715
d1uw6p_,1uw6,P:,b.96.1.1,48724,63711,63712,63713,63714,63715
d1uw6q_,1uw6,Q:,b.96.1.1,48724,63711,63712,63713,63714,63715
d1uw6r_,1uw6,R:,b.96.1.1,48724,63711,63712,63713,63714,63715
d1uw6s_,1uw6,S:,b.96.1.1,48724,63711,63712,63713,63714,63715
d1uw6t_,1uw6,T:,b.96.1.1,48724,63711,63712,63713,63714,63715
d1i9ba_,1i9b,A:,b.96.1.1,48724,63711,63712,63713,63714,63715
d1i9bb_,1i9b,B:,b.96.1.1,48724,63711,63712,63713,63714,63715
d1i9bc_,1i9b,C:,b.96.1.1,48724,63711,63712,63713,63714,63715
d1i9bd_,1i9b,D:,b.96.1.1,48724,63711,63712,63713,63714,63715
d1i9be_,1i9b,E:,b.96.1.1,48724,63711,63712,63713,63714,63715
d1gof_2,1gof,1-150,b.18.1.1,48724,49784,49785,49786,49787,49788
d1gog_2,1gog,1-150,b.18.1.1,48724,49784,49785,49786,49787,49788
d1goh_2,1goh,1-150,b.18.1.1,48724,49784,49785,49786,49787,49788
d1t2xa2,1t2x,A:1-150,b.18.1.1,48724,49784,49785,49786,49787,49788
d1k3ia2,1k3i,A:-12-150,b.18.1.1,48724,49784,49785,49786,49787,69209
d1eut_2,1eut,506-647,b.18.1.1,48724,49784,49785,49786,49789,49790
d1euu_2,1euu,506-647,b.18.1.1,48724,49784,49785,49786,49789,49790
d1czsa_,1czs,A:,b.18.1.2,48724,49784,49785,49791,49792,49793
d1czta_,1czt,A:,b.18.1.2,48724,49784,49785,49791,49792,49793
d1czva_,1czv,A:,b.18.1.2,48724,49784,49785,49791,49792,49793
d1czvb_,1czv,B:,b.18.1.2,48724,49784,49785,49791,49792,49793
d1sddb3,1sdd,B:1863-2024,b.18.1.2,48724,49784,49785,49791,49792,110117
d1sddb4,1sdd,B:2025-2182,b.18.1.2,48724,49784,49785,49791,49792,110117
d1d7pm_,1d7p,M:,b.18.1.2,48724,49784,49785,49791,49794,49795
d1iqdc_,1iqd,C:,b.18.1.2,48724,49784,49785,49791,49794,49795
d1kexa_,1kex,A:,b.18.1.2,48724,49784,49785,49791,82016,82017
d1jhja_,1jhj,A:,b.18.1.9,48724,49784,49785,69210,69211,69212
d1gqpa_,1gqp,A:,b.18.1.9,48724,49784,49785,69210,69211,74892
d1gqpb_,1gqp,B:,b.18.1.9,48724,49784,49785,69210,69211,74892
d1dlc_1,1dlc,500-644,b.18.1.3,48724,49784,49785,49796,49797,49798
d1ji6a1,1ji6,A:503-652,b.18.1.3,48724,49784,49785,49796,49797,63716
d1ciy_1,1ciy,462-609,b.18.1.3,48724,49784,49785,49796,49797,49799
d1i5pa1,1i5p,A:473-633,b.18.1.3,48724,49784,49785,49796,49797,63717
d1shwb_,1shw,B:,b.18.1.4,48724,49784,49785,49800,49801,49802
d1kgya_,1kgy,A:,b.18.1.4,48724,49784,49785,49800,49801,49802
d1kgyb_,1kgy,B:,b.18.1.4,48724,49784,49785,49800,49801,49802
d1kgyc_,1kgy,C:,b.18.1.4,48724,49784,49785,49800,49801,49802
d1kgyd_,1kgy,D:,b.18.1.4,48724,49784,49785,49800,49801,49802
d1nuka_,1nuk,A:,b.18.1.4,48724,49784,49785,49800,49801,49802
d1jz7a3,1jz7,A:13-219,b.18.1.5,48724,49784,49785,49803,49804,49805
d1jz7b3,1jz7,B:13-219,b.18.1.5,48724,49784,49785,49803,49804,49805
d1jz7c3,1jz7,C:13-219,b.18.1.5,48724,49784,49785,49803,49804,49805
d1jz7d3,1jz7,D:13-219,b.18.1.5,48724,49784,49785,49803,49804,49805
d1px4a3,1px4,A:13-219,b.18.1.5,48724,49784,49785,49803,49804,49805
d1px4b3,1px4,B:13-219,b.18.1.5,48724,49784,49785,49803,49804,49805
d1px4c3,1px4,C:13-219,b.18.1.5,48724,49784,49785,49803,49804,49805
d1px4d3,1px4,D:13-219,b.18.1.5,48724,49784,49785,49803,49804,49805
d1px3a3,1px3,A:13-219,b.18.1.5,48724,49784,49785,49803,49804,49805
d1px3b3,1px3,B:13-219,b.18.1.5,48724,49784,49785,49803,49804,49805
d1px3c3,1px3,C:13-219,b.18.1.5,48724,49784,49785,49803,49804,49805
d1px3d3,1px3,D:13-219,b.18.1.5,48724,49784,49785,49803,49804,49805
d1jz3a3,1jz3,A:13-219,b.18.1.5,48724,49784,49785,49803,49804,49805
d1jz3b3,1jz3,B:13-219,b.18.1.5,48724,49784,49785,49803,49804,49805
d1jz3c3,1jz3,C:13-219,b.18.1.5,48724,49784,49785,49803,49804,49805
d1jz3d3,1jz3,D:13-219,b.18.1.5,48724,49784,49785,49803,49804,49805
d1jyxa3,1jyx,A:13-219,b.18.1.5,48724,49784,49785,49803,49804,49805
d1jyxb3,1jyx,B:13-219,b.18.1.5,48724,49784,49785,49803,49804,49805
d1jyxc3,1jyx,C:13-219,b.18.1.5,48724,49784,49785,49803,49804,49805
d1jyxd3,1jyx,D:13-219,b.18.1.5,48724,49784,49785,49803,49804,49805
d1rj7l_,1rj7,L:,b.22.1.1,48724,49841,49842,49843,101610,101611
d1rj7m_,1rj7,M:,b.22.1.1,48724,49841,49842,49843,101610,101611
d1gr3a_,1gr3,A:,b.22.1.1,48724,49841,49842,49843,69230,69231
d1o91a_,1o91,A:,b.22.1.1,48724,49841,49842,49843,69230,101612
d1o91b_,1o91,B:,b.22.1.1,48724,49841,49842,49843,69230,101612
d1o91c_,1o91,C:,b.22.1.1,48724,49841,49842,49843,69230,101612
d1pk6a_,1pk6,A:,b.22.1.1,48724,49841,49842,49843,101613,101614
d1pk6b_,1pk6,B:,b.22.1.1,48724,49841,49842,49843,101615,101616
d1pk6c_,1pk6,C:,b.22.1.1,48724,49841,49842,49843,101617,101618
d1sfp__,1sfp,,b.23.1.1,48724,49853,49854,49855,49856,49857
d1sppa_,1spp,A:,b.23.1.1,48724,49853,49854,49855,49858,49859
d1sppb_,1spp,B:,b.23.1.1,48724,49853,49854,49855,49860,49861
d1nt0a1,1nt0,A:5-119,b.23.1.1,48724,49853,49854,49855,89256,89257
d1nt0a2,1nt0,A:165-278,b.23.1.1,48724,49853,49854,49855,89256,89257
d1nt0g1,1nt0,G:5-119,b.23.1.1,48724,49853,49854,49855,89256,89257
d1nt0g2,1nt0,G:165-278,b.23.1.1,48724,49853,49854,49855,89256,89257
d1szba1,1szb,A:3-123,b.23.1.1,48724,49853,49854,49855,89256,110137
d1szbb1,1szb,B:3-123,b.23.1.1,48724,49853,49854,49855,89256,110137
d1nzia1,1nzi,A:1-117,b.23.1.1,48724,49853,49854,49855,89258,89259
d1nzib1,1nzi,B:3-117,b.23.1.1,48724,49853,49854,49855,89258,89259
d1nqja_,1nqj,A:,b.23.2.1,48724,49853,89260,89261,89262,89263
d1nqjb_,1nqj,B:,b.23.2.1,48724,49853,89260,89261,89262,89263
d1nqda_,1nqd,A:,b.23.2.1,48724,49853,89260,89261,89262,89263
d1nqdb_,1nqd,B:,b.23.2.1,48724,49853,89260,89261,89262,89263
d1cb8a2,1cb8,A:600-700,b.24.1.1,48724,49862,49863,49864,49865,49866
d1hm2a2,1hm2,A:600-699,b.24.1.1,48724,49862,49863,49864,49865,49866
d1hm3a2,1hm3,A:600-699,b.24.1.1,48724,49862,49863,49864,49865,49866
d1hmwa2,1hmw,A:600-699,b.24.1.1,48724,49862,49863,49864,49865,49866
d1hmua2,1hmu,A:600-699,b.24.1.1,48724,49862,49863,49864,49865,49866
d1rwha2,1rwh,A:645-757,b.24.1.1,48724,49862,49863,49864,49865,101619
d1rwaa2,1rwa,A:645-757,b.24.1.1,48724,49862,49863,49864,49865,101619
d1rw9a2,1rw9,A:645-757,b.24.1.1,48724,49862,49863,49864,49865,101619
d1rwfa2,1rwf,A:645-757,b.24.1.1,48724,49862,49863,49864,49865,101619
d1rwga2,1rwg,A:645-757,b.24.1.1,48724,49862,49863,49864,49865,101619
d1rwca2,1rwc,A:645-757,b.24.1.1,48724,49862,49863,49864,49865,101619
d1n7oa2,1n7o,A:815-890,b.24.1.1,48724,49862,49863,49864,49867,49868
d1n7na2,1n7n,A:815-890,b.24.1.1,48724,49862,49863,49864,49867,49868
d1ojna2,1ojn,A:815-892,b.24.1.1,48724,49862,49863,49864,49867,49868
d1lxka2,1lxk,A:815-889,b.24.1.1,48724,49862,49863,49864,49867,49868
d1n7pa2,1n7p,A:815-890,b.24.1.1,48724,49862,49863,49864,49867,49868
d1w3ya2,1w3y,A:815-890,b.24.1.1,48724,49862,49863,49864,49867,49868
d1egua2,1egu,A:815-893,b.24.1.1,48724,49862,49863,49864,49867,49868
d1ojoa2,1ojo,A:815-891,b.24.1.1,48724,49862,49863,49864,49867,49868
d1ojma2,1ojm,A:815-891,b.24.1.1,48724,49862,49863,49864,49867,49868
d1c82a2,1c82,A:815-889,b.24.1.1,48724,49862,49863,49864,49867,49868
d1ojpa2,1ojp,A:815-892,b.24.1.1,48724,49862,49863,49864,49867,49868
d1n7ra2,1n7r,A:815-890,b.24.1.1,48724,49862,49863,49864,49867,49868
d1f9ga2,1f9g,A:815-890,b.24.1.1,48724,49862,49863,49864,49867,49868
d1loha2,1loh,A:815-890,b.24.1.1,48724,49862,49863,49864,49867,49868
d1n7qa2,1n7q,A:815-890,b.24.1.1,48724,49862,49863,49864,49867,49868
d1f1sa3,1f1s,A:912-984,b.24.1.1,48724,49862,49863,49864,49867,69232
d1i8qa3,1i8q,A:912-984,b.24.1.1,48724,49862,49863,49864,49867,69232
d1lxma3,1lxm,A:912-984,b.24.1.1,48724,49862,49863,49864,49867,69232
d1j0ma2,1j0m,A:660-777,b.24.1.1,48724,49862,49863,49864,89264,89265
d1j0na2,1j0n,A:660-777,b.24.1.1,48724,49862,49863,49864,89264,89265
d1hn0a3,1hn0,A:900-1021,b.24.1.1,48724,49862,49863,49864,89266,89267
d1iaza_,1iaz,A:,b.97.1.1,48724,63723,63724,63725,63726,63727
d1iazb_,1iaz,B:,b.97.1.1,48724,63723,63724,63725,63726,63727
d1kd6a_,1kd6,A:,b.97.1.1,48724,63723,63724,63725,63726,63727
d1tzqa_,1tzq,A:,b.97.1.1,48724,63723,63724,63725,63726,63727
d1gwya_,1gwy,A:,b.97.1.1,48724,63723,63724,63725,89268,89269
d1gwyb_,1gwy,B:,b.97.1.1,48724,63723,63724,63725,89268,89269
d1o71a_,1o71,A:,b.97.1.1,48724,63723,63724,63725,89268,89269
d1o71b_,1o71,B:,b.97.1.1,48724,63723,63724,63725,89268,89269
d1o72a_,1o72,A:,b.97.1.1,48724,63723,63724,63725,89268,89269
d1o72b_,1o72,B:,b.97.1.1,48724,63723,63724,63725,89268,89269
d1pcva_,1pcv,A:,b.25.1.1,48724,49869,49870,49871,101620,101621
d1pcvb_,1pcv,B:,b.25.1.1,48724,49869,49870,49871,101620,101621
d1aun__,1aun,,b.25.1.1,48724,49869,49870,49871,49872,49873
d1du5a_,1du5,A:,b.25.1.1,48724,49869,49870,49871,49874,49875
d1du5b_,1du5,B:,b.25.1.1,48724,49869,49870,49871,49874,49875
d1rqwa_,1rqw,A:,b.25.1.1,48724,49869,49870,49871,49876,49877
d1kwna_,1kwn,A:,b.25.1.1,48724,49869,49870,49871,49876,49877
d1lxza_,1lxz,A:,b.25.1.1,48724,49869,49870,49871,49876,49877
d1ly0a_,1ly0,A:,b.25.1.1,48724,49869,49870,49871,49876,49877
d1pp3a_,1pp3,A:,b.25.1.1,48724,49869,49870,49871,49876,49877
d1pp3b_,1pp3,B:,b.25.1.1,48724,49869,49870,49871,49876,49877
d1thw__,1thw,,b.25.1.1,48724,49869,49870,49871,49876,49877
d1thv__,1thv,,b.25.1.1,48724,49869,49870,49871,49876,49877
d1lr2a_,1lr2,A:,b.25.1.1,48724,49869,49870,49871,49876,49877
d1lr3a_,1lr3,A:,b.25.1.1,48724,49869,49870,49871,49876,49877
d1thu__,1thu,,b.25.1.1,48724,49869,49870,49871,49876,49877
d1thi__,1thi,,b.25.1.1,48724,49869,49870,49871,49876,49877
d1ygs__,1ygs,,b.26.1.1,48724,49878,49879,49880,49881,49882
d1dd1a_,1dd1,A:,b.26.1.1,48724,49878,49879,49880,49881,49882
d1dd1b_,1dd1,B:,b.26.1.1,48724,49878,49879,49880,49881,49882
d1dd1c_,1dd1,C:,b.26.1.1,48724,49878,49879,49880,49881,49882
d1g88a_,1g88,A:,b.26.1.1,48724,49878,49879,49880,49881,49882
d1g88b_,1g88,B:,b.26.1.1,48724,49878,49879,49880,49881,49882
d1uwya1,1uwy,A:297-403,b.3.2.1,48724,49451,49464,49465,101557,101558
d1lm8v_,1lm8,V:,b.3.3.1,48724,49451,49468,49469,49470,49471
d1lqbc_,1lqb,C:,b.3.3.1,48724,49451,49468,49469,49470,49471
d1vcbc_,1vcb,C:,b.3.3.1,48724,49451,49468,49469,49470,49471
d1vcbf_,1vcb,F:,b.3.3.1,48724,49451,49468,49469,49470,49471
d1vcbi_,1vcb,I:,b.3.3.1,48724,49451,49468,49469,49470,49471
d1vcbl_,1vcb,L:,b.3.3.1,48724,49451,49468,49469,49470,49471
d1f86a_,1f86,A:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1f86b_,1f86,B:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1f41a_,1f41,A:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1f41b_,1f41,B:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1etb1_,1etb,1:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1etb2_,1etb,2:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1ttba_,1ttb,A:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1ttbb_,1ttb,B:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1ttaa_,1tta,A:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1ttab_,1tta,B:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1ttca_,1ttc,A:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1ttcb_,1ttc,B:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1eta1_,1eta,1:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1eta2_,1eta,2:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1ijna_,1ijn,A:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1ijnb_,1ijn,B:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1tsha_,1tsh,A:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1tshb_,1tsh,B:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1ttra_,1ttr,A:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1ttrb_,1ttr,B:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1e4ha_,1e4h,A:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1e4hb_,1e4h,B:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1fh2a_,1fh2,A:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1fh2b_,1fh2,B:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1dvua_,1dvu,A:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1dvub_,1dvu,B:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1tlma_,1tlm,A:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1tlmb_,1tlm,B:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1dvya_,1dvy,A:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1dvyb_,1dvy,B:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1dvza_,1dvz,A:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1dvzb_,1dvz,B:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1bzea_,1bze,A:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1bzeb_,1bze,B:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1e5aa_,1e5a,A:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1e5ab_,1e5a,B:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1dvta_,1dvt,A:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1dvtb_,1dvt,B:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1bzda_,1bzd,A:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1bzdb_,1bzd,B:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1e3fa_,1e3f,A:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1e3fb_,1e3f,B:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1tyra_,1tyr,A:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1tyrb_,1tyr,B:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1bmza_,1bmz,A:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1bmzb_,1bmz,B:,b.3.4.1,48724,49451,49472,49473,49474,49475
d2roxa_,2rox,A:,b.3.4.1,48724,49451,49472,49473,49474,49475
d2roxb_,2rox,B:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1dvqa_,1dvq,A:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1dvqb_,1dvq,B:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1iika_,1iik,A:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1iikb_,1iik,B:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1dvxa_,1dvx,A:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1dvxb_,1dvx,B:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1keda_,1ked,A:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1kedb_,1ked,B:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1iiia_,1iii,A:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1iiib_,1iii,B:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1dvsa_,1dvs,A:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1dvsb_,1dvs,B:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1fhna_,1fhn,A:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1fhnb_,1fhn,B:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1bm7a_,1bm7,A:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1bm7b_,1bm7,B:,b.3.4.1,48724,49451,49472,49473,49474,49475
d2trha_,2trh,A:,b.3.4.1,48724,49451,49472,49473,49474,49475
d2trhb_,2trh,B:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1thaa_,1tha,A:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1thab_,1tha,B:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1bz8a_,1bz8,A:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1bz8b_,1bz8,B:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1gkoa_,1gko,A:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1gkob_,1gko,B:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1gkoc_,1gko,C:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1gkod_,1gko,D:,b.3.4.1,48724,49451,49472,49473,49474,49475
d2paba_,2pab,A:,b.3.4.1,48724,49451,49472,49473,49474,49475
d2pabb_,2pab,B:,b.3.4.1,48724,49451,49472,49473,49474,49475
d2roya_,2roy,A:,b.3.4.1,48724,49451,49472,49473,49474,49475
d2royb_,2roy,B:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1g1oa_,1g1o,A:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1g1ob_,1g1o,B:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1g1oc_,1g1o,C:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1g1od_,1g1o,D:,b.3.4.1,48724,49451,49472,49473,49474,49475
d2trya_,2try,A:,b.3.4.1,48724,49451,49472,49473,49474,49475
d2tryb_,2try,B:,b.3.4.1,48724,49451,49472,49473,49474,49475
d5ttra_,5ttr,A:,b.3.4.1,48724,49451,49472,49473,49474,49475
d5ttrb_,5ttr,B:,b.3.4.1,48724,49451,49472,49473,49474,49475
d1nd3a_,1nd3,A:,b.121.4.1,48724,88632,88633,88634,49670,49672
d3hudb1,3hud,"B:1-162,B:339-374",b.35.1.2,48724,50128,50129,50136,50137,50139
d1agna1,1agn,"A:1-162,A:339-374",b.35.1.2,48724,50128,50129,50136,50137,50139
d1agnb1,1agn,"B:1-162,B:339-374",b.35.1.2,48724,50128,50129,50136,50137,50139
d1agnc1,1agn,"C:1-162,C:339-374",b.35.1.2,48724,50128,50129,50136,50137,50139
d1agnd1,1agn,"D:1-162,D:339-374",b.35.1.2,48724,50128,50129,50136,50137,50139
d1e3ia1,1e3i,"A:1-167,A:342-376",b.35.1.2,48724,50128,50129,50136,50137,50140
d1e3ib1,1e3i,"B:4-167,B:342-376",b.35.1.2,48724,50128,50129,50136,50137,50140
d1e3ea1,1e3e,"A:1-167,A:342-376",b.35.1.2,48724,50128,50129,50136,50137,50140
d1e3eb1,1e3e,"B:4-167,B:342-376",b.35.1.2,48724,50128,50129,50136,50137,50140
d1e3la1,1e3l,"A:1-167,A:342-376",b.35.1.2,48724,50128,50129,50136,50137,50140
d1e3lb1,1e3l,"B:4-167,B:342-376",b.35.1.2,48724,50128,50129,50136,50137,50140
d1p0ca1,1p0c,"A:1001-1163,A:1338-1372",b.35.1.2,48724,50128,50129,50136,50137,89305
d1p0cb1,1p0c,"B:2001-2163,B:2338-2372",b.35.1.2,48724,50128,50129,50136,50137,89305
d1p0fa1,1p0f,"A:1001-1163,A:1338-1372",b.35.1.2,48724,50128,50129,50136,50137,89305
d1p0fb1,1p0f,"B:2001-2163,B:2338-2372",b.35.1.2,48724,50128,50129,50136,50137,89305
d1cdoa1,1cdo,"A:1-164,A:340-374",b.35.1.2,48724,50128,50129,50136,50137,50141
d1cdob1,1cdo,"B:1-164,B:340-374",b.35.1.2,48724,50128,50129,50136,50137,50141
d1jvba1,1jvb,"A:1-143,A:314-347",b.35.1.2,48724,50128,50129,50136,50137,82080
d1ntoa1,1nto,"A:1-143,A:314-347",b.35.1.2,48724,50128,50129,50136,50137,82080
d1ntob1,1nto,"B:1-143,B:314-347",b.35.1.2,48724,50128,50129,50136,50137,82080
d1ntoc1,1nto,"C:1-143,C:314-347",b.35.1.2,48724,50128,50129,50136,50137,82080
d1ntod1,1nto,"D:1-143,D:314-347",b.35.1.2,48724,50128,50129,50136,50137,82080
d1ntoe1,1nto,"E:1-143,E:314-347",b.35.1.2,48724,50128,50129,50136,50137,82080
d1ntoh1,1nto,"H:1-143,H:314-347",b.35.1.2,48724,50128,50129,50136,50137,82080
d1nvga1,1nvg,"A:1-143,A:314-347",b.35.1.2,48724,50128,50129,50136,50137,82080
d1r37a1,1r37,"A:1-143,A:314-347",b.35.1.2,48724,50128,50129,50136,50137,82080
d1r37b1,1r37,"B:1-143,B:314-347",b.35.1.2,48724,50128,50129,50136,50137,82080
d1h2ba1,1h2b,"A:17-154,A:327-359",b.35.1.2,48724,50128,50129,50136,50137,101701
d1h2bb1,1h2b,"B:16-154,B:327-359",b.35.1.2,48724,50128,50129,50136,50137,101701
d1llua1,1llu,"A:2-143,A:310-342",b.35.1.2,48724,50128,50129,50136,50137,101702
d1llub1,1llu,"B:2-143,B:310-342",b.35.1.2,48724,50128,50129,50136,50137,101702
d1lluc1,1llu,"C:2-143,C:310-342",b.35.1.2,48724,50128,50129,50136,50137,101702
d1llud1,1llu,"D:2-143,D:310-342",b.35.1.2,48724,50128,50129,50136,50137,101702
d1llue1,1llu,"E:2-143,E:310-342",b.35.1.2,48724,50128,50129,50136,50137,101702
d1lluf1,1llu,"F:2-143,F:310-342",b.35.1.2,48724,50128,50129,50136,50137,101702
d1llug1,1llu,"G:2-143,G:310-342",b.35.1.2,48724,50128,50129,50136,50137,101702
d1lluh1,1llu,"H:2-143,H:310-342",b.35.1.2,48724,50128,50129,50136,50137,101702
d1rjwa1,1rjw,"A:1-137,A:306-339",b.35.1.2,48724,50128,50129,50136,50137,101703
d1rjwb1,1rjw,"B:1-137,B:306-339",b.35.1.2,48724,50128,50129,50136,50137,101703
d1rjwc1,1rjw,"C:1-137,C:306-339",b.35.1.2,48724,50128,50129,50136,50137,101703
d1rjwd1,1rjw,"D:1-137,D:306-339",b.35.1.2,48724,50128,50129,50136,50137,101703
d1vj0a1,1vj0,"A:2-155,A:338-367",b.35.1.2,48724,50128,50129,50136,101704,101705
d1vj0b1,1vj0,"B:4-155,B:338-367",b.35.1.2,48724,50128,50129,50136,101704,101705
d1vj0c1,1vj0,"C:4-155,C:338-367",b.35.1.2,48724,50128,50129,50136,101704,101705
d1vj0d1,1vj0,"D:3-155,D:338-367",b.35.1.2,48724,50128,50129,50136,101704,101705
d1o89a1,1o89,"A:1-115,A:293-323",b.35.1.2,48724,50128,50129,50136,101706,101707
d1o8ca1,1o8c,"A:1-115,A:293-323,A:1-115,A:293-323",b.35.1.2,48724,50128,50129,50136,101706,101707
d1o8cb1,1o8c,"B:1-115,B:293-323,B:1-115,B:293-323",b.35.1.2,48724,50128,50129,50136,101706,101707
d1o8cc1,1o8c,"C:2-115,C:293-323",b.35.1.2,48724,50128,50129,50136,101706,101707
d1o8cd1,1o8c,"D:1-115,D:293-323,D:1-115,D:293-323",b.35.1.2,48724,50128,50129,50136,101706,101707
d1uufa1,1uuf,"A:3-144,A:313-349",b.35.1.2,48724,50128,50129,50136,101708,101709
d1f8fa1,1f8f,"A:4-162,A:337-371",b.35.1.2,48724,50128,50129,50136,89306,89307
d1jqba1,1jqb,"A:1001-1139,A:1314-1351",b.35.1.2,48724,50128,50129,50136,50142,50143
d1jqbb1,1jqb,"B:2001-2139,B:2314-2351",b.35.1.2,48724,50128,50129,50136,50142,50143
d1jqbc1,1jqb,"C:3001-3139,C:3314-3351",b.35.1.2,48724,50128,50129,50136,50142,50143
d1jqbd1,1jqb,"D:4001-4139,D:4314-4351",b.35.1.2,48724,50128,50129,50136,50142,50143
d1peda1,1ped,"A:1-139,A:314-351",b.35.1.2,48724,50128,50129,50136,50142,50143
d1pedb1,1ped,"B:1-139,B:314-351",b.35.1.2,48724,50128,50129,50136,50142,50143
