fnlwgt,age,hours-per-week,occupation,education-num,capital-gain,workclass,relationship,marital-status,education,race,native-country,capital-loss,sex
204447,51,45,Prof-specialty,10,0,Private,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
318934,26,40,Handlers-cleaners,6,0,Private,Husband,Married-civ-spouse,10th,White,United-States,0,Male
237386,24,42,Exec-managerial,10,0,Private,Not-in-family,Never-married,Some-college,White,United-States,0,Male
182629,44,24,Sales,14,0,Private,Not-in-family,Divorced,Masters,White,Iran,0,Male
144778,43,50,Exec-managerial,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
117166,35,50,Exec-managerial,13,0,Private,Not-in-family,Never-married,Bachelors,White,United-States,0,Male
237630,51,50,Tech-support,9,7298,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
171550,41,40,Exec-managerial,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
165302,38,40,Adm-clerical,10,0,Private,Unmarried,Divorced,Some-college,Other,United-States,0,Female
42186,39,20,Adm-clerical,9,3464,State-gov,Wife,Married-civ-spouse,HS-grad,Asian-Pac-Islander,United-States,0,Female
284952,54,43,Sales,6,0,Private,Unmarried,Separated,10th,White,Italy,0,Female
96099,62,40,Craft-repair,9,0,Private,Not-in-family,Never-married,HS-grad,White,United-States,0,Male
198759,45,60,Exec-managerial,16,0,Private,Husband,Married-civ-spouse,Doctorate,White,United-States,0,Male
227886,30,35,Exec-managerial,9,0,Private,Own-child,Never-married,HS-grad,Black,Jamaica,0,Female
391874,32,40,Craft-repair,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
184370,23,40,Other-service,9,0,Self-emp-not-inc,Not-in-family,Divorced,HS-grad,White,United-States,0,Female
135839,84,14,Adm-clerical,11,0,Local-gov,Not-in-family,Widowed,Assoc-voc,White,United-States,0,Female
194698,46,60,Prof-specialty,13,0,Private,Own-child,Never-married,Bachelors,White,United-States,0,Male
342175,67,40,Adm-clerical,14,2009,Local-gov,Not-in-family,Divorced,Masters,White,United-States,0,Female
67218,29,40,Prof-specialty,13,0,Private,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
205152,33,55,Exec-managerial,11,0,Private,Not-in-family,Never-married,Assoc-voc,White,United-States,0,Male
434467,23,42,Tech-support,10,0,Private,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
110150,63,55,?,9,0,?,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
123382,55,40,?,9,0,?,Not-in-family,Separated,HS-grad,Black,United-States,2001,Female
404573,42,40,Prof-specialty,15,0,State-gov,Unmarried,Divorced,Prof-school,White,United-States,0,Female
99462,17,20,Other-service,7,0,Private,Own-child,Never-married,11th,Amer-Indian-Eskimo,United-States,0,Female
170310,60,40,Transport-moving,3,0,Private,Husband,Married-civ-spouse,5th-6th,White,United-States,0,Male
199883,31,40,Transport-moving,8,0,Private,Own-child,Divorced,12th,White,United-States,0,Male
70034,28,40,Adm-clerical,4,0,Private,Own-child,Never-married,7th-8th,White,Portugal,0,Male
393357,31,48,Handlers-cleaners,5,0,Private,Husband,Married-civ-spouse,9th,Black,United-States,0,Male
249043,65,40,?,13,10605,?,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
72630,31,50,Exec-managerial,13,14084,Private,Not-in-family,Never-married,Bachelors,White,United-States,0,Male
223133,61,40,Handlers-cleaners,9,0,Private,Not-in-family,Divorced,HS-grad,Black,United-States,0,Female
345969,43,50,Prof-specialty,15,0,State-gov,Husband,Married-civ-spouse,Prof-school,White,United-States,0,Male
195520,40,49,Adm-clerical,10,0,State-gov,Unmarried,Never-married,Some-college,Black,United-States,0,Female
257942,39,40,Exec-managerial,9,0,Private,Not-in-family,Never-married,HS-grad,White,United-States,0,Male
269300,37,27,Adm-clerical,10,0,Local-gov,Unmarried,Married-spouse-absent,Some-college,Black,United-States,0,Female
137354,47,40,Craft-repair,10,0,Private,Husband,Married-civ-spouse,Some-college,Amer-Indian-Eskimo,United-States,0,Male
232997,45,65,Transport-moving,10,0,Federal-gov,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
77266,30,60,Craft-repair,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
164190,30,40,Prof-specialty,15,0,Self-emp-not-inc,Own-child,Never-married,Prof-school,White,United-States,0,Male
153536,49,44,Prof-specialty,10,14084,Private,Not-in-family,Divorced,Some-college,White,United-States,0,Male
26832,51,40,Craft-repair,9,0,Local-gov,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
188096,31,72,Prof-specialty,13,0,Private,Not-in-family,Never-married,Bachelors,White,United-States,0,Female
369522,48,25,Exec-managerial,13,0,Self-emp-inc,Wife,Married-civ-spouse,Bachelors,White,United-States,0,Female
110998,20,30,Adm-clerical,10,0,Private,Own-child,Never-married,Some-college,Asian-Pac-Islander,United-States,0,Female
205152,32,40,Exec-managerial,9,3103,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
163890,31,40,?,10,0,?,Unmarried,Never-married,Some-college,Black,United-States,0,Female
358631,19,25,Adm-clerical,9,0,Private,Not-in-family,Never-married,HS-grad,White,United-States,0,Male
185354,50,35,Exec-managerial,14,0,Private,Not-in-family,Divorced,Masters,White,United-States,0,Female
336061,33,50,Exec-managerial,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
47011,25,20,?,13,0,?,Own-child,Never-married,Bachelors,White,United-States,0,Male
149949,49,40,Craft-repair,9,0,Private,Not-in-family,Divorced,HS-grad,White,United-States,1876,Male
59496,30,40,Transport-moving,10,0,Private,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
32950,23,40,Sales,13,0,Private,Not-in-family,Never-married,Bachelors,White,United-States,0,Male
109912,44,32,Exec-managerial,16,15024,Private,Wife,Married-civ-spouse,Doctorate,White,United-States,0,Female
199555,24,5,Sales,11,0,Private,Unmarried,Never-married,Assoc-voc,White,United-States,0,Male
91299,28,45,Adm-clerical,11,0,Private,Not-in-family,Never-married,Assoc-voc,Asian-Pac-Islander,United-States,0,Female
99359,56,40,Adm-clerical,9,0,Private,Unmarried,Divorced,HS-grad,White,United-States,1617,Female
242559,38,38,Adm-clerical,9,0,Private,Not-in-family,Never-married,HS-grad,White,United-States,0,Female
286391,20,20,Adm-clerical,10,2176,Private,Own-child,Never-married,Some-college,White,United-States,0,Female
132870,82,18,Exec-managerial,9,0,Private,Not-in-family,Widowed,HS-grad,White,United-States,4356,Female
22428,52,60,Protective-serv,13,0,Federal-gov,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
239150,32,40,Craft-repair,10,0,Private,Not-in-family,Never-married,Some-college,Black,United-States,0,Male
170563,37,32,Prof-specialty,11,0,Private,Unmarried,Separated,Assoc-voc,White,United-States,0,Female
173542,36,40,Prof-specialty,13,0,Private,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
286026,39,40,Adm-clerical,13,0,Private,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
72887,30,40,Craft-repair,9,3411,Private,Own-child,Married-civ-spouse,HS-grad,Asian-Pac-Islander,United-States,0,Male
163229,49,56,Protective-serv,9,0,Local-gov,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
165726,40,40,Exec-managerial,11,0,Local-gov,Unmarried,Divorced,Assoc-voc,White,United-States,0,Female
70055,42,45,Transport-moving,7,0,Private,Husband,Married-civ-spouse,11th,White,United-States,0,Male
184655,35,40,Prof-specialty,13,0,Private,Not-in-family,Never-married,Bachelors,White,United-States,0,Male
139906,39,81,Other-service,9,0,Private,Unmarried,Divorced,HS-grad,White,United-States,0,Female
198211,32,40,Craft-repair,11,0,Local-gov,Not-in-family,Married-spouse-absent,Assoc-voc,White,United-States,0,Male
146540,22,50,Craft-repair,7,0,Private,Not-in-family,Never-married,11th,White,United-States,0,Male
132304,53,40,Adm-clerical,10,0,Local-gov,Not-in-family,Divorced,Some-college,White,United-States,0,Female
190916,25,40,Adm-clerical,9,0,Private,Not-in-family,Never-married,HS-grad,White,United-States,0,Male
237272,17,30,?,6,0,Never-worked,Own-child,Never-married,10th,White,United-States,0,Male
755858,44,70,Craft-repair,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
127315,52,40,Prof-specialty,14,0,Private,Husband,Married-civ-spouse,Masters,White,United-States,0,Male
304302,42,40,Transport-moving,9,0,State-gov,Husband,Married-civ-spouse,HS-grad,Amer-Indian-Eskimo,United-States,0,Male
184942,34,50,Transport-moving,7,0,Private,Husband,Married-civ-spouse,11th,White,United-States,0,Male
267989,27,40,Machine-op-inspct,10,0,Private,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
188377,37,40,Machine-op-inspct,9,0,Private,Not-in-family,Never-married,HS-grad,Black,United-States,0,Male
221059,39,38,Prof-specialty,14,7688,State-gov,Other-relative,Married-civ-spouse,Masters,Other,United-States,0,Female
340787,26,40,Prof-specialty,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
140782,48,38,Exec-managerial,14,0,Private,Wife,Married-civ-spouse,Masters,White,United-States,1902,Female
169071,57,28,Sales,9,0,Private,Unmarried,Divorced,HS-grad,White,United-States,0,Female
151094,36,48,Exec-managerial,11,0,Self-emp-not-inc,Not-in-family,Separated,Assoc-voc,White,United-States,0,Male
122922,27,40,Sales,13,0,Private,Not-in-family,Never-married,Bachelors,White,United-States,0,Female
151141,17,15,Handlers-cleaners,7,0,Private,Own-child,Never-married,11th,White,United-States,0,Male
136651,30,40,Craft-repair,3,0,Private,Husband,Married-civ-spouse,5th-6th,White,Mexico,0,Male
177285,37,48,Adm-clerical,11,0,Private,Wife,Married-civ-spouse,Assoc-voc,Black,United-States,0,Female
128016,31,40,Sales,13,0,Local-gov,Own-child,Never-married,Bachelors,White,United-States,0,Female
200318,23,20,Adm-clerical,12,0,Private,Not-in-family,Never-married,Assoc-acdm,White,United-States,0,Female
250354,32,45,Craft-repair,6,0,Private,Other-relative,Never-married,10th,White,United-States,0,Male
191069,58,40,Sales,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
27856,31,8,Other-service,9,0,Private,Unmarried,Never-married,HS-grad,White,United-States,0,Female
523484,44,40,Exec-managerial,13,0,Private,Husband,Married-civ-spouse,Bachelors,Black,United-States,0,Male
257175,39,40,Tech-support,13,0,Federal-gov,Unmarried,Divorced,Bachelors,Black,United-States,625,Female
174864,59,45,Craft-repair,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,1485,Male
196029,42,48,Transport-moving,13,0,Private,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
200471,45,35,Adm-clerical,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
353195,20,35,Craft-repair,9,0,Private,Not-in-family,Never-married,HS-grad,White,United-States,0,Male
222868,35,40,Adm-clerical,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
221791,50,40,Tech-support,12,0,Private,Husband,Married-civ-spouse,Assoc-acdm,Black,United-States,0,Male
197114,56,28,Handlers-cleaners,9,0,Private,Own-child,Never-married,HS-grad,White,United-States,0,Male
160220,48,40,Sales,11,0,Private,Husband,Married-civ-spouse,Assoc-voc,White,United-States,0,Male
274917,58,15,Other-service,14,0,Self-emp-not-inc,Not-in-family,Widowed,Masters,White,United-States,0,Female
348460,32,50,Craft-repair,11,0,Private,Husband,Married-civ-spouse,Assoc-voc,White,United-States,0,Male
112683,23,12,Sales,10,0,Private,Own-child,Never-married,Some-college,White,United-States,0,Female
345831,48,40,Machine-op-inspct,9,0,Private,Not-in-family,Divorced,HS-grad,White,United-States,0,Male
105370,33,70,Protective-serv,9,0,Private,Not-in-family,Divorced,HS-grad,White,United-States,0,Male
345006,48,45,Prof-specialty,13,0,Private,Not-in-family,Never-married,Bachelors,White,Mexico,0,Female
195329,55,35,Other-service,9,2202,Private,Not-in-family,Widowed,HS-grad,White,Italy,0,Female
108765,40,40,Exec-managerial,11,0,Local-gov,Unmarried,Never-married,Assoc-voc,Amer-Indian-Eskimo,United-States,0,Female
138022,50,40,Prof-specialty,10,0,Private,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
175029,52,35,Craft-repair,6,0,Self-emp-not-inc,Husband,Married-civ-spouse,10th,White,United-States,0,Male
189574,19,30,Other-service,9,0,Private,Not-in-family,Never-married,HS-grad,White,United-States,0,Female
141409,55,50,Sales,6,7688,Self-emp-not-inc,Husband,Married-civ-spouse,10th,White,United-States,0,Male
186035,36,30,Sales,15,0,Self-emp-not-inc,Husband,Married-civ-spouse,Prof-school,White,United-States,0,Male
165235,39,40,Prof-specialty,13,0,Private,Unmarried,Separated,Bachelors,Asian-Pac-Islander,Philippines,0,Female
105043,22,40,Adm-clerical,10,0,Private,Unmarried,Never-married,Some-college,White,United-States,0,Female
230684,44,50,Exec-managerial,13,7688,Private,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
345705,34,38,Craft-repair,9,0,Private,Not-in-family,Divorced,HS-grad,White,United-States,1408,Male
248584,33,50,Other-service,10,0,Private,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
436861,55,40,Prof-specialty,14,14084,Private,Not-in-family,Divorced,Masters,White,United-States,0,Female
200153,35,45,Exec-managerial,14,0,Private,Husband,Married-civ-spouse,Masters,White,United-States,0,Male
398625,50,40,Machine-op-inspct,7,0,Private,Not-in-family,Widowed,11th,White,United-States,0,Female
114043,43,40,Adm-clerical,10,0,Private,Unmarried,Divorced,Some-college,Black,United-States,0,Female
169544,29,40,Tech-support,11,0,Private,Not-in-family,Never-married,Assoc-voc,White,United-States,0,Male
343849,56,40,Transport-moving,10,0,Private,Husband,Married-civ-spouse,Some-college,Black,United-States,0,Male
162572,33,40,Prof-specialty,13,99999,Private,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
291578,24,50,Sales,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
136162,46,40,Sales,11,0,Private,Unmarried,Divorced,Assoc-voc,White,United-States,0,Female
376133,60,15,Adm-clerical,9,15024,Self-emp-inc,Wife,Married-civ-spouse,HS-grad,White,United-States,0,Female
302612,48,40,Other-service,14,0,Self-emp-inc,Husband,Married-civ-spouse,Masters,White,United-States,0,Male
240166,65,35,Transport-moving,7,0,Local-gov,Husband,Married-civ-spouse,11th,White,United-States,0,Male
193152,29,40,Handlers-cleaners,9,0,Private,Not-in-family,Never-married,HS-grad,White,United-States,1408,Male
248094,42,43,Transport-moving,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,1740,Male
119281,44,50,Prof-specialty,15,0,Private,Husband,Married-civ-spouse,Prof-school,White,United-States,0,Male
300404,73,6,Sales,10,0,Self-emp-not-inc,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
82847,21,50,Tech-support,10,0,Private,Not-in-family,Never-married,Some-college,White,United-States,0,Female
161153,32,55,Farming-fishing,9,0,Self-emp-inc,Husband,Married-civ-spouse,HS-grad,White,United-States,1902,Male
287008,43,35,Protective-serv,14,0,Federal-gov,Husband,Married-civ-spouse,Masters,White,United-States,0,Male
654141,21,32,Craft-repair,9,0,Private,Not-in-family,Never-married,HS-grad,Black,United-States,0,Male
252646,30,20,Transport-moving,10,0,Private,Not-in-family,Separated,Some-college,White,United-States,0,Male
171924,54,48,Tech-support,13,0,Private,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
219742,19,15,Other-service,10,0,Private,Own-child,Never-married,Some-college,White,United-States,0,Female
153788,55,37,Adm-clerical,10,0,State-gov,Wife,Married-civ-spouse,Some-college,White,United-States,0,Female
60639,20,28,Sales,10,0,Private,Own-child,Never-married,Some-college,White,United-States,0,Female
96062,53,40,Exec-managerial,13,0,Private,Husband,Married-civ-spouse,Bachelors,White,Greece,0,Male
165614,51,55,Prof-specialty,14,0,Private,Not-in-family,Never-married,Masters,White,United-States,0,Male
159888,33,40,Transport-moving,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
110586,62,40,Priv-house-serv,10,0,Private,Unmarried,Widowed,Some-college,White,United-States,0,Female
143062,24,30,Other-service,9,0,Self-emp-not-inc,Own-child,Never-married,HS-grad,White,United-States,0,Male
413557,17,40,Sales,5,0,Self-emp-inc,Own-child,Never-married,9th,White,United-States,0,Female
137658,26,45,Adm-clerical,10,0,Private,Not-in-family,Never-married,Some-college,White,United-States,0,Female
398931,36,40,Craft-repair,9,0,Private,Not-in-family,Divorced,HS-grad,White,United-States,0,Male
311764,32,35,Exec-managerial,6,0,Private,Wife,Married-civ-spouse,10th,White,United-States,0,Female
98725,58,50,Prof-specialty,16,0,Private,Husband,Married-civ-spouse,Doctorate,White,United-States,0,Male
140854,38,40,Tech-support,13,0,Private,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
97304,72,40,Machine-op-inspct,9,2346,Private,Unmarried,Married-spouse-absent,HS-grad,White,?,0,Male
352768,26,40,Adm-clerical,9,0,Federal-gov,Own-child,Divorced,HS-grad,White,United-States,0,Female
27184,45,38,?,9,0,?,Unmarried,Widowed,HS-grad,White,United-States,0,Female
237229,72,30,?,11,0,?,Not-in-family,Widowed,Assoc-voc,White,United-States,0,Female
142494,60,40,Exec-managerial,10,15024,Private,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
210313,27,50,Sales,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,Guatemala,0,Male
194538,38,48,Machine-op-inspct,11,0,Private,Husband,Married-civ-spouse,Assoc-voc,White,United-States,0,Male
26698,37,44,Sales,10,0,Self-emp-inc,Husband,Married-civ-spouse,Some-college,White,United-States,1485,Male
211032,28,40,Adm-clerical,10,0,Private,Own-child,Never-married,Some-college,White,United-States,0,Male
107909,38,40,Sales,13,0,Self-emp-inc,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
